tipo;arrival_time;memoria_pedida;processamento_pedido;tempo_pedido;n_servidores_low_mem(1000 - 3000);n_servidores_low_cpu(1000 - 3000);n_servidores_med_mem(3000 - 7000);n_servidores_med_cpu(3000 - 7000);n_servidores_high_mem(7000 - 10000);n_servidores_high_cpu(7000 - 10000); tempo_de_espera 
2;27557;887;953;1725;2;0;4;3;1;4;0
1;27602;1094;1006;1124;2;0;4;3;1;4;0
2;27657;972;621;1031;2;0;4;3;1;4;21932
1;27697;687;1196;1172;2;0;4;3;1;4;0
1;27731;926;931;1858;2;0;4;3;1;4;0
2;27830;558;728;1596;2;0;4;3;1;4;0
1;27904;609;899;1084;2;0;4;3;1;4;0
1;27924;616;638;1005;2;0;4;3;1;4;0
0;27964;1091;508;1476;2;0;4;3;1;4;0
0;27973;585;681;1903;2;0;4;3;1;4;0
0;28055;760;1425;1023;2;0;4;3;1;4;0
0;28070;811;522;1884;2;0;4;3;1;4;0
0;28085;892;726;1059;2;0;4;3;1;4;0
0;28177;1219;1149;1059;2;0;4;3;1;4;0
0;28262;873;976;1409;2;0;4;3;1;4;0
1;28270;1010;1464;1647;2;0;4;3;1;4;0
2;28325;570;1219;1451;2;0;4;3;1;4;0
2;28349;1033;1454;1564;2;0;4;3;1;4;0
0;28430;780;874;1240;2;0;4;3;1;4;0
2;28479;1135;669;1721;2;0;4;3;1;4;0
0;28506;1066;1115;1330;2;0;4;3;1;4;1023
2;28559;1388;1237;1412;2;0;4;3;1;4;0
0;28612;565;592;1024;2;0;4;3;1;4;0
0;28698;811;549;1280;2;0;4;3;1;4;0
2;28794;1154;654;1889;2;0;4;3;1;4;0
0;28856;1246;1353;1932;2;0;4;3;1;4;0
0;28892;847;1402;1516;2;0;4;3;1;4;0
1;28942;1378;1415;1913;2;0;4;3;1;4;1023
2;28989;1143;1040;1572;2;0;4;3;1;4;22963
2;29003;1082;506;1780;2;0;4;3;1;4;23276
1;29077;1075;1126;1314;2;0;4;3;1;4;0
1;29077;601;1204;1102;2;0;4;3;1;4;0
0;29095;840;706;1725;2;0;4;3;1;4;0
1;29165;1158;685;1507;2;0;4;3;1;4;0
2;29251;1178;559;1281;2;0;4;3;1;4;0
1;29288;1464;1005;1633;2;0;4;3;1;4;0
0;29313;1486;1314;1636;2;0;4;3;1;4;1024
2;29352;1459;1351;1576;2;0;4;3;1;4;23072
1;29378;657;657;1766;2;0;4;3;1;4;0
0;29384;1067;1269;1112;2;0;4;3;1;4;0
1;29460;517;824;1388;2;0;4;3;1;4;0
1;29492;1395;921;1423;2;0;4;3;1;4;1112
1;29502;839;1041;1673;2;0;4;3;1;4;0
0;29595;1306;857;1307;2;0;4;3;1;4;1280
2;29635;702;1102;1626;2;0;4;3;1;4;0
1;29698;1163;901;1513;2;0;4;3;1;4;1281
1;29718;1350;912;1702;2;0;4;3;1;4;24648
2;29810;1354;1296;1090;2;0;4;3;1;4;0
2;29851;643;638;1855;2;0;4;3;1;4;0
2;29899;559;590;1811;2;0;4;3;1;4;0
1;29952;1434;723;1407;2;0;4;3;1;4;0
1;30016;1453;1217;1325;2;0;4;3;1;4;0
1;30052;816;558;1395;2;0;4;3;1;4;0
2;30094;929;878;1733;2;0;4;3;1;4;24648
1;30146;1018;713;1178;2;0;4;3;1;4;1090
0;30226;1177;570;1873;2;0;4;3;1;4;1090
1;30292;759;755;1460;2;0;4;3;1;4;0
1;30346;506;1193;1023;2;0;4;3;1;4;0
1;30404;715;1357;1453;2;0;4;3;1;4;0
2;30432;935;761;1288;2;0;4;3;1;4;0
0;30526;1005;806;1538;2;0;4;3;1;4;0
1;30611;1436;1370;1680;2;0;4;3;1;4;1090
2;30619;1314;1376;1341;2;0;4;3;1;4;0
0;30703;1108;1319;1139;2;0;4;3;1;4;0
0;30738;933;693;1522;2;0;4;3;1;4;0
1;30784;1003;1172;1083;2;0;4;3;1;4;0
0;30819;544;1408;1504;2;0;4;3;1;4;0
2;30919;1314;984;1637;2;0;4;3;1;4;0
0;30932;1471;506;1556;2;0;4;3;1;4;1178
1;31026;1481;808;1767;2;0;4;3;1;4;1083
0;31094;1384;1497;1890;2;0;4;3;1;4;0
1;31169;575;851;1961;2;0;4;3;1;4;1023
2;31213;1044;521;1566;2;0;4;3;1;4;0
2;31234;1173;585;1612;2;0;4;3;1;4;0
1;31270;1467;635;1222;2;0;4;3;1;4;0
1;31326;1476;1417;1144;2;0;4;3;1;4;25092
2;31336;1474;1432;1788;2;0;4;3;1;4;26236
1;31380;942;872;1954;2;0;4;3;1;4;0
0;31467;1052;809;1235;2;0;4;3;1;4;1083
2;31490;1437;863;1930;2;0;4;3;1;4;27192
2;31524;1202;1486;1282;2;0;4;3;1;4;0
0;31572;654;1268;1711;2;0;4;3;1;4;0
2;31668;731;1321;1794;2;0;4;3;1;4;0
0;31700;1190;1125;1307;2;0;4;3;1;4;1139
1;31755;820;959;1031;2;0;4;3;1;4;0
2;31786;1393;613;1212;2;0;4;3;1;4;0
2;31818;544;782;1107;2;0;4;3;1;4;0
2;31851;688;997;1446;2;0;4;3;1;4;0
1;31918;914;752;1885;2;0;4;3;1;4;0
1;31961;1095;1340;1820;2;0;4;3;1;4;29122
2;32040;680;1274;1955;2;0;4;3;1;4;0
2;32046;1450;1275;1992;2;0;4;3;1;4;30588
2;32146;1277;608;1902;2;0;4;3;1;4;0
0;32185;1437;897;1755;2;0;4;3;1;4;0
1;32215;1200;1064;1024;2;0;4;3;1;4;0
0;32287;759;800;1871;2;0;4;3;1;4;0
0;32317;1227;922;1152;2;0;4;3;1;4;1024
1;32338;1232;1478;1920;2;0;4;3;1;4;32580
0;32361;1026;1359;1386;2;0;4;3;1;4;0
0;32368;604;1116;1138;2;0;4;3;1;4;0
0;32416;1278;746;1919;2;0;4;3;1;4;0
1;32500;1269;598;1266;2;0;4;3;1;4;1107
1;32550;917;1486;1097;2;0;4;3;1;4;0
0;32581;550;553;1748;2;0;4;3;1;4;1024
1;32608;1151;1033;1582;2;0;4;3;1;4;0
1;32705;1438;1164;1963;2;0;4;3;1;4;1107
0;32773;847;1483;1509;2;0;4;3;1;4;0
0;32813;1234;1158;1612;2;0;4;3;1;4;1024
2;32895;743;1033;1060;2;0;4;3;1;4;0
0;32970;728;773;1767;2;0;4;3;1;4;0
2;33009;1116;1154;1354;2;0;4;3;1;4;0
2;33099;1316;638;1651;2;0;4;3;1;4;33196
2;33145;1097;543;1577;2;0;4;3;1;4;0
2;33219;1429;680;1489;2;0;4;3;1;4;0
0;33261;966;1429;1231;2;0;4;3;1;4;0
0;33289;585;648;1549;2;0;4;3;1;4;0
2;33331;686;1368;1461;2;0;4;3;1;4;0
0;33360;1257;1414;1484;2;0;4;3;1;4;1138
1;33410;1390;1049;1535;2;0;4;3;1;4;1152
0;33428;595;1255;1795;2;0;4;3;1;4;0
2;33504;1247;794;1674;2;0;4;3;1;4;34847
1;33558;644;1205;1820;2;0;4;3;1;4;1060
1;33574;569;974;1087;2;0;4;3;1;4;1060
1;33627;617;1332;1513;2;0;4;3;1;4;0
1;33688;1460;1030;1865;2;0;4;3;1;4;36521
2;33735;612;1248;1533;2;0;4;3;1;4;0
2;33743;1351;901;1053;2;0;4;3;1;4;38386
1;33816;1293;1229;1838;2;0;4;3;1;4;0
0;33828;516;1147;1075;2;0;4;3;1;4;0
0;33889;1372;1287;1158;2;0;4;3;1;4;0
0;33972;1479;529;1276;2;0;4;3;1;4;0
2;34055;1268;966;1389;2;0;4;3;1;4;0
2;34134;992;1324;1093;2;0;4;3;1;4;0
0;34185;661;954;1364;2;0;4;3;1;4;0
1;34228;720;504;1917;2;0;4;3;1;4;0
1;34243;1359;1434;1371;2;0;4;3;1;4;0
0;34319;1157;918;1201;2;0;4;3;1;4;0
2;34380;1391;1475;1713;2;0;4;3;1;4;0
2;34448;841;1309;1544;2;0;4;3;1;4;0
1;34498;1423;1297;1582;2;0;4;3;1;4;37709
1;34577;647;1325;1119;2;0;4;3;1;4;0
1;34624;853;1499;1469;2;0;4;3;1;4;0
1;34626;1011;1357;1528;2;0;4;3;1;4;0
0;34629;763;1459;1622;2;0;4;3;1;4;0
1;34712;1233;1119;1125;2;0;4;3;1;4;0
2;34800;742;1104;1359;2;0;4;3;1;4;0
1;34806;616;751;1933;2;0;4;3;1;4;0
0;34889;1464;1498;1480;2;0;4;3;1;4;0
0;34895;704;1170;1281;2;0;4;3;1;4;0
0;34913;955;1190;1862;2;0;4;3;1;4;1093
0;34952;1185;1397;1197;2;0;4;3;1;4;0
2;35011;819;1016;1857;2;0;4;3;1;4;0
1;35062;1305;1301;1365;2;0;4;3;1;4;38165
2;35110;601;980;1567;2;0;4;3;1;4;0
2;35183;900;1264;1853;2;0;4;3;1;4;0
0;35226;777;662;1786;2;0;4;3;1;4;0
1;35280;1192;971;1950;2;0;4;3;1;4;0
2;35352;1466;1425;1825;2;0;4;3;1;4;0
0;35389;1308;643;1234;2;0;4;3;1;4;0
0;35464;1424;1018;1283;2;0;4;3;1;4;0
1;35506;913;1238;1845;2;0;4;3;1;4;0
0;35598;1478;1421;1084;2;0;4;3;1;4;0
0;35627;877;1395;1539;2;0;4;3;1;4;0
1;35679;1034;1274;1130;2;0;4;3;1;4;0
2;35725;1006;1345;1158;2;0;4;3;1;4;0
2;35748;1355;1387;1989;2;0;4;3;1;4;39530
0;35760;1086;1058;1773;2;0;4;3;1;4;1084
0;35785;938;666;1279;2;0;4;3;1;4;0
2;35802;641;1235;1938;2;0;4;3;1;4;39530
0;35866;1487;665;1490;2;0;4;3;1;4;1158
2;35903;790;1066;1270;2;0;4;3;1;4;0
2;36001;1321;1119;1071;2;0;4;3;1;4;0
0;36004;917;1118;1653;2;0;4;3;1;4;0
1;36064;714;819;1633;2;0;4;3;1;4;0
2;36065;1076;536;1528;2;0;4;3;1;4;0
2;36128;799;560;1518;2;0;4;3;1;4;0
0;36195;1005;1469;1344;2;0;4;3;1;4;0
1;36266;761;627;1751;2;0;4;3;1;4;1071
1;36328;1397;956;1997;2;0;4;3;1;4;1084
2;36412;705;1500;1301;2;0;4;3;1;4;41468
2;36447;1272;901;1692;2;0;4;3;1;4;41519
2;36471;1303;741;1702;2;0;4;3;1;4;43211
2;36498;1286;1373;1622;2;0;4;3;1;4;44913
0;36538;1435;1269;1910;2;0;4;3;1;4;1071
0;36615;668;925;1578;2;0;4;3;1;4;0
1;36704;622;1257;1272;2;0;4;3;1;4;0
2;36707;1124;677;1663;2;0;4;3;1;4;0
0;36759;851;1459;1497;2;0;4;3;1;4;0
2;36791;1347;543;1164;2;0;4;3;1;4;44701
1;36854;898;827;1799;2;0;4;3;1;4;0
2;36950;767;1043;1582;2;0;4;3;1;4;0
1;37032;1494;1206;1858;2;0;4;3;1;4;0
0;37122;914;1442;1930;2;0;4;3;1;4;0
1;37162;789;913;1999;2;0;4;3;1;4;0
2;37205;991;991;1940;2;0;4;3;1;4;0
1;37289;1397;1239;1745;2;0;4;3;1;4;0
0;37356;1204;666;1447;2;0;4;3;1;4;0
2;37373;975;1419;1241;2;0;4;3;1;4;0
1;37445;674;632;1846;2;0;4;3;1;4;0
2;37519;960;734;1330;2;0;4;3;1;4;0
0;37524;788;1259;1468;2;0;4;3;1;4;0
1;37534;1485;1173;1579;2;0;4;3;1;4;0
0;37576;1051;691;1691;2;0;4;3;1;4;0
1;37616;933;1228;1354;2;0;4;3;1;4;44701
0;37696;712;1371;1157;2;0;4;3;1;4;0
0;37772;1319;712;1892;2;0;4;3;1;4;1272
1;37819;1231;860;1520;2;0;4;3;1;4;0
1;37820;779;1422;1453;2;0;4;3;1;4;0
2;37906;689;553;1418;2;0;4;3;1;4;0
0;37950;952;1151;1511;2;0;4;3;1;4;1330
2;38001;752;1212;1446;2;0;4;3;1;4;44698
0;38026;1027;763;1070;2;0;4;3;1;4;1447
0;38035;723;1099;1132;2;0;4;3;1;4;1330
2;38037;621;916;1574;2;0;4;3;1;4;44698
2;38136;903;652;1574;2;0;4;3;1;4;0
0;38157;1112;1379;1221;2;0;4;3;1;4;1241
0;38230;811;768;1271;2;0;4;3;1;4;1221
2;38282;1050;1439;1470;2;0;4;3;1;4;46144
1;38357;559;872;1035;2;0;4;3;1;4;0
1;38360;732;601;1446;2;0;4;3;1;4;0
1;38406;1142;654;1190;2;0;4;3;1;4;0
2;38447;991;710;1789;2;0;4;3;1;4;46001
1;38534;1204;1085;1255;2;0;4;3;1;4;0
0;38617;1072;1113;1611;2;0;4;3;1;4;0
2;38622;1319;839;1394;2;0;4;3;1;4;47343
0;38657;1151;969;1527;2;0;4;3;1;4;1070
2;38712;1233;961;1861;2;0;4;3;1;4;0
0;38791;1004;1437;1690;2;0;4;3;1;4;1132
2;38819;1129;929;1399;2;0;4;3;1;4;47790
1;38855;980;712;1935;2;0;4;3;1;4;0
0;38874;853;847;1151;2;0;4;3;1;4;0
0;38904;713;1495;1864;2;0;4;3;1;4;0
1;39000;673;935;1268;2;0;4;3;1;4;0
1;39086;1223;1085;1267;2;0;4;3;1;4;0
0;39121;1140;559;1374;2;0;4;3;1;4;0
1;39164;1187;632;1137;2;0;4;3;1;4;0
2;39178;1351;561;1416;2;0;4;3;1;4;48737
2;39198;768;661;1031;2;0;4;3;1;4;0
2;39218;1287;1208;1559;2;0;4;3;1;4;0
0;39250;924;1450;1971;2;0;4;3;1;4;0
2;39268;1207;1490;1650;2;0;4;3;1;4;0
1;39342;571;1465;1134;2;0;4;3;1;4;0
0;39420;588;1212;1376;2;0;4;3;1;4;0
1;39420;1430;653;1417;2;0;4;3;1;4;48581
0;39453;1145;903;1501;2;0;4;3;1;4;0
1;39547;674;1215;1754;2;0;4;3;1;4;0
2;39598;1082;1157;1032;2;0;4;3;1;4;0
2;39684;1251;1486;1441;2;0;4;3;1;4;0
2;39697;1150;1266;1990;2;0;4;3;1;4;49998
0;39766;721;1426;1856;2;0;4;3;1;4;0
1;39833;572;1433;1637;2;0;4;3;1;4;49998
1;39910;884;1079;1335;2;0;4;3;1;4;0
0;39998;910;1066;1816;2;0;4;3;1;4;0
1;40048;852;1006;1220;2;0;4;3;1;4;0
1;40098;699;1326;1156;2;0;4;3;1;4;0
1;40184;1268;544;1062;2;0;4;3;1;4;0
2;40255;860;592;1667;2;0;4;3;1;4;0
0;40289;541;1072;1568;2;0;4;3;1;4;0
2;40319;977;1281;1557;2;0;4;3;1;4;0
1;40358;1437;669;1008;2;0;4;3;1;4;0
1;40455;1278;527;1180;2;0;4;3;1;4;0
2;40497;1176;1336;1289;2;0;4;3;1;4;0
2;40557;920;609;1543;2;0;4;3;1;4;0
0;40574;1199;1199;1876;2;0;4;3;1;4;0
2;40671;596;974;1348;2;0;4;3;1;4;0
1;40735;1381;509;1721;2;0;4;3;1;4;0
2;40753;897;1352;1010;2;0;4;3;1;4;0
0;40799;676;639;1357;2;0;4;3;1;4;0
0;40831;543;1489;1781;2;0;4;3;1;4;0
1;40922;1431;1347;1059;2;0;4;3;1;4;0
1;40933;728;1382;1767;2;0;4;3;1;4;0
1;40934;954;1002;1755;2;0;4;3;1;4;0
1;40995;834;786;1924;2;0;4;3;1;4;0
2;41039;1144;831;1245;2;0;4;3;1;4;0
1;41128;1183;932;1844;2;0;4;3;1;4;0
1;41175;941;1245;1359;2;0;4;3;1;4;0
2;41229;852;1272;1588;2;0;4;3;1;4;0
0;41328;1290;871;1034;2;0;4;3;1;4;0
1;41382;966;722;1108;2;0;4;3;1;4;0
1;41427;1078;1009;1445;2;0;4;3;1;4;0
0;41525;894;1449;1842;2;0;4;3;1;4;0
0;41573;1118;1174;1192;2;0;4;3;1;4;1010
1;41614;1075;1271;1488;2;0;4;3;1;4;1034
1;41675;1135;719;1920;2;0;4;3;1;4;0
0;41721;1075;1211;1769;2;0;4;3;1;4;0
2;41804;691;1115;1231;2;0;4;3;1;4;0
1;41851;957;1235;1429;2;0;4;3;1;4;0
2;41927;953;667;1256;2;0;4;3;1;4;0
2;41996;1016;736;1155;2;0;4;3;1;4;0
2;42092;1334;1010;1721;2;0;4;3;1;4;0
2;42097;946;666;1228;2;0;4;3;1;4;49042
0;42142;1101;606;1801;2;0;4;3;1;4;1034
1;42217;1134;583;1653;2;0;4;3;1;4;0
2;42249;1431;1083;1140;2;0;4;3;1;4;49395
1;42277;1057;1039;1861;2;0;4;3;1;4;0
1;42311;977;705;1367;2;0;4;3;1;4;0
1;42406;1394;787;1968;2;0;4;3;1;4;0
0;42432;1386;746;1509;2;0;4;3;1;4;0
2;42452;861;1133;1820;2;0;4;3;1;4;0
2;42470;772;827;1510;2;0;4;3;1;4;0
2;42477;1181;878;1461;2;0;4;3;1;4;50535
0;42552;1092;907;1505;2;0;4;3;1;4;0
0;42589;1155;1194;1072;2;0;4;3;1;4;1192
0;42601;1162;954;1182;2;0;4;3;1;4;1231
1;42677;895;1311;1705;2;0;4;3;1;4;0
2;42686;522;646;1002;2;0;4;3;1;4;0
1;42714;983;1103;1733;2;0;4;3;1;4;0
0;42720;1315;1453;1021;2;0;4;3;1;4;0
0;42770;932;1104;1506;2;0;4;3;1;4;0
2;42842;1148;974;1348;2;0;4;3;1;4;49288
2;42919;543;735;1970;2;0;4;3;1;4;0
2;42958;609;1142;1600;2;0;4;3;1;4;50636
0;43020;1483;1419;1227;2;0;4;3;1;4;1021
0;43095;1227;1321;1343;2;0;4;3;1;4;1072
0;43125;733;1232;1825;2;0;4;3;1;4;0
1;43126;537;1267;1695;2;0;4;3;1;4;1002
1;43168;1005;1094;1912;2;0;4;3;1;4;1072
0;43209;1154;1422;1427;2;0;4;3;1;4;1072
1;43210;654;1247;1086;2;0;4;3;1;4;0
1;43239;1201;1500;1544;2;0;4;3;1;4;1343
1;43280;950;1257;1549;2;0;4;3;1;4;1021
1;43302;838;529;1860;2;0;4;3;1;4;1021
0;43329;823;1331;1786;2;0;4;3;1;4;1086
2;43348;962;748;1386;2;0;4;3;1;4;50749
2;43425;1469;1202;1612;2;0;4;3;1;4;52135
2;43517;1091;1055;1929;2;0;4;3;1;4;53747
0;43605;1012;1404;1042;2;0;4;3;1;4;0
2;43671;588;1268;1690;2;0;4;3;1;4;0
2;43693;538;846;1061;2;0;4;3;1;4;0
2;43734;806;1333;1509;2;0;4;3;1;4;0
2;43735;680;1470;1502;2;0;4;3;1;4;0
0;43828;935;1469;1028;2;0;4;3;1;4;1042
0;43897;831;651;1770;2;0;4;3;1;4;0
1;43910;950;625;1763;2;0;4;3;1;4;0
0;43992;1328;759;1080;2;0;4;3;1;4;0
0;44020;967;568;1358;2;0;4;3;1;4;0
0;44105;631;1236;1934;2;0;4;3;1;4;0
0;44119;859;794;1171;2;0;4;3;1;4;0
2;44167;946;1188;1328;2;0;4;3;1;4;0
1;44180;660;831;1882;2;0;4;3;1;4;0
2;44212;1022;600;1049;2;0;4;3;1;4;0
0;44224;547;1174;1070;2;0;4;3;1;4;0
1;44232;990;776;1399;2;0;4;3;1;4;1028
2;44284;1486;666;1423;2;0;4;3;1;4;53901
1;44330;982;1242;1106;2;0;4;3;1;4;0
1;44430;1398;1155;1449;2;0;4;3;1;4;0
0;44433;1446;1030;1266;2;0;4;3;1;4;0
2;44487;1172;930;1151;2;0;4;3;1;4;55324
1;44520;1477;765;1832;2;0;4;3;1;4;56475
0;44587;886;1411;1140;2;0;4;3;1;4;1028
2;44657;1202;631;1575;2;0;4;3;1;4;0
0;44704;1345;1366;1314;2;0;4;3;1;4;1049
1;44755;653;604;1016;2;0;4;3;1;4;0
1;44815;621;958;1274;2;0;4;3;1;4;0
0;44837;1318;1078;1157;2;0;4;3;1;4;1049
2;44877;586;1184;1485;2;0;4;3;1;4;0
0;44919;814;1360;1800;2;0;4;3;1;4;0
1;44946;1043;708;1087;2;0;4;3;1;4;0
1;44958;900;1381;1640;2;0;4;3;1;4;56475
0;45023;997;958;1805;2;0;4;3;1;4;1087
2;45115;901;979;1641;2;0;4;3;1;4;0
0;45123;1436;699;1796;2;0;4;3;1;4;0
1;45210;658;828;1721;2;0;4;3;1;4;0
0;45213;982;639;1049;2;0;4;3;1;4;0
0;45261;1374;1333;1677;2;0;4;3;1;4;1106
0;45294;1445;536;1575;2;0;4;3;1;4;1016
1;45298;1387;961;1515;2;0;4;3;1;4;58307
1;45334;828;1416;1675;2;0;4;3;1;4;0
1;45346;817;1016;1246;2;0;4;3;1;4;58130
1;45408;1322;1485;1455;2;0;4;3;1;4;0
1;45438;1457;606;1330;2;0;4;3;1;4;1087
0;45526;1336;1329;1879;2;0;4;3;1;4;1087
0;45621;920;862;1800;2;0;4;3;1;4;0
0;45708;1197;1255;1464;2;0;4;3;1;4;0
0;45757;617;537;1555;2;0;4;3;1;4;0
2;45823;1018;603;1253;2;0;4;3;1;4;0
2;45865;1064;518;1280;2;0;4;3;1;4;58377
2;45923;897;674;1748;2;0;4;3;1;4;0
1;45944;1114;1068;1507;2;0;4;3;1;4;0
1;46000;1312;810;1734;2;0;4;3;1;4;0
1;46072;1136;864;1795;2;0;4;3;1;4;0
0;46077;1476;992;1131;2;0;4;3;1;4;1157
0;46096;872;996;1038;2;0;4;3;1;4;0
2;46161;990;716;1688;2;0;4;3;1;4;0
0;46184;1041;997;1664;2;0;4;3;1;4;0
1;46214;1318;1064;1799;2;0;4;3;1;4;58646
2;46234;1316;912;1867;2;0;4;3;1;4;60445
0;46264;728;1274;1863;2;0;4;3;1;4;0
1;46340;949;1480;1585;2;0;4;3;1;4;1131
2;46431;1126;1460;1894;2;0;4;3;1;4;60445
1;46465;1316;1173;1436;2;0;4;3;1;4;62312
2;46504;831;934;1766;2;0;4;3;1;4;0
1;46593;906;780;1856;2;0;4;3;1;4;0
0;46606;873;867;1196;2;0;4;3;1;4;1038
0;46637;528;1034;1446;2;0;4;3;1;4;0
0;46722;644;794;1713;2;0;4;3;1;4;0
1;46780;620;1369;1096;2;0;4;3;1;4;0
2;46794;553;1037;1579;2;0;4;3;1;4;0
2;46801;744;955;1565;2;0;4;3;1;4;0
2;46803;540;1046;1281;2;0;4;3;1;4;0
2;46873;1041;508;1352;2;0;4;3;1;4;0
1;46920;1052;1224;1112;2;0;4;3;1;4;0
2;46939;580;802;1874;2;0;4;3;1;4;60841
0;46959;560;974;1674;2;0;4;3;1;4;0
0;47051;1271;898;1017;2;0;4;3;1;4;0
0;47081;632;989;1340;2;0;4;3;1;4;0
2;47155;1300;1440;1589;2;0;4;3;1;4;0
2;47250;727;1403;1700;2;0;4;3;1;4;0
2;47277;571;1245;1225;2;0;4;3;1;4;0
2;47321;576;1096;1604;2;0;4;3;1;4;0
0;47375;866;817;1086;2;0;4;3;1;4;0
0;47446;914;681;1994;2;0;4;3;1;4;0
2;47527;692;749;1669;2;0;4;3;1;4;0
2;47594;1104;620;1873;2;0;4;3;1;4;0
0;47680;589;896;1583;2;0;4;3;1;4;0
0;47703;1381;1318;1736;2;0;4;3;1;4;0
2;47784;1232;1142;1715;2;0;4;3;1;4;0
0;47791;1364;579;1826;2;0;4;3;1;4;0
0;47811;640;635;1356;2;0;4;3;1;4;0
1;47830;1160;808;1150;2;0;4;3;1;4;0
2;47919;1483;881;1608;2;0;4;3;1;4;0
2;48008;703;1281;1928;2;0;4;3;1;4;0
1;48066;732;633;1492;2;0;4;3;1;4;0
2;48120;1380;795;1360;2;0;4;3;1;4;0
1;48218;1050;552;1750;2;0;4;3;1;4;0
0;48300;1111;1438;1849;2;0;4;3;1;4;0
0;48384;908;1410;1594;2;0;4;3;1;4;0
1;48405;906;708;1551;2;0;4;3;1;4;0
1;48457;1199;1361;1621;2;0;4;3;1;4;0
2;48476;1417;1086;1642;2;0;4;3;1;4;60695
2;48553;1412;620;1417;2;0;4;3;1;4;62337
1;48575;1122;1380;1553;2;0;4;3;1;4;0
0;48651;1387;851;1733;2;0;4;3;1;4;0
0;48693;546;1280;1121;2;0;4;3;1;4;0
1;48712;916;1068;1758;2;0;4;3;1;4;0
1;48727;783;573;1054;2;0;4;3;1;4;0
2;48763;836;875;1378;2;0;4;3;1;4;0
1;48790;1363;1130;1312;2;0;4;3;1;4;63754
0;48837;1182;551;1363;2;0;4;3;1;4;1054
1;48847;1241;924;1500;2;0;4;3;1;4;0
1;48917;636;526;1827;2;0;4;3;1;4;0
0;48988;1003;723;1819;2;0;4;3;1;4;0
1;49054;817;589;1496;2;0;4;3;1;4;1360
2;49098;967;756;1082;2;0;4;3;1;4;63754
1;49156;1452;758;1549;2;0;4;3;1;4;65066
2;49225;1268;662;1898;2;0;4;3;1;4;0
1;49312;1435;1217;1004;2;0;4;3;1;4;0
0;49368;1442;1139;1644;2;0;4;3;1;4;0
2;49380;574;1382;1406;2;0;4;3;1;4;0
0;49414;1282;672;1195;2;0;4;3;1;4;0
0;49450;845;781;1965;2;0;4;3;1;4;0
1;49522;1027;1267;1316;2;0;4;3;1;4;0
0;49535;829;1389;1860;2;0;4;3;1;4;0
1;49536;1240;1266;1980;2;0;4;3;1;4;1004
1;49607;765;548;1245;2;0;4;3;1;4;0
2;49700;754;1053;1918;2;0;4;3;1;4;0
0;49788;1150;856;1415;2;0;4;3;1;4;0
2;49815;1335;1359;1951;2;0;4;3;1;4;64835
1;49876;675;711;1304;2;0;4;3;1;4;0
0;49903;1365;1322;1636;2;0;4;3;1;4;1004
1;49954;1495;1286;1387;2;0;4;3;1;4;0
2;50013;852;1171;1309;2;0;4;3;1;4;0
2;50024;829;1351;1269;2;0;4;3;1;4;0
1;50071;1287;1341;2000;2;0;4;3;1;4;1004
1;50164;848;519;1244;2;0;4;3;1;4;0
1;50176;1284;1282;1484;2;0;4;3;1;4;0
0;50177;1200;1381;1627;2;0;4;3;1;4;0
2;50251;967;1469;1920;2;0;4;3;1;4;0
1;50303;770;846;1863;2;0;4;3;1;4;0
1;50313;1430;1178;1220;2;0;4;3;1;4;1195
1;50356;1419;994;1001;2;0;4;3;1;4;66786
0;50388;1344;821;1240;2;0;4;3;1;4;1245
2;50396;986;763;1164;2;0;4;3;1;4;66786
2;50453;897;811;1412;2;0;4;3;1;4;67787
2;50495;693;700;1994;2;0;4;3;1;4;0
2;50495;914;737;1818;2;0;4;3;1;4;67950
0;50526;1062;564;1622;2;0;4;3;1;4;1220
2;50608;1191;1308;1375;2;0;4;3;1;4;69199
1;50618;813;685;1874;2;0;4;3;1;4;0
2;50686;522;800;1737;2;0;4;3;1;4;0
0;50716;1349;858;1642;2;0;4;3;1;4;0
2;50788;1006;975;1620;2;0;4;3;1;4;0
0;50872;1184;950;1707;2;0;4;3;1;4;1220
0;50898;675;937;1665;2;0;4;3;1;4;0
2;50945;1279;1484;1252;2;0;4;3;1;4;68192
1;50963;1259;1172;1749;2;0;4;3;1;4;1269
0;51060;1231;1413;1630;2;0;4;3;1;4;0
0;51062;1212;750;1287;2;0;4;3;1;4;1240
0;51146;936;1185;1221;2;0;4;3;1;4;1220
1;51174;969;716;1269;2;0;4;3;1;4;0
2;51189;550;727;1286;2;0;4;3;1;4;0
0;51238;586;613;1860;2;0;4;3;1;4;0
1;51256;863;1332;1645;2;0;4;3;1;4;0
1;51331;1387;767;1958;2;0;4;3;1;4;69444
2;51428;710;634;1521;2;0;4;3;1;4;0
0;51444;1281;680;1609;2;0;4;3;1;4;1220
2;51487;1406;955;1481;2;0;4;3;1;4;0
1;51491;1236;977;1753;2;0;4;3;1;4;1286
0;51507;597;1310;1819;2;0;4;3;1;4;0
1;51553;1267;1213;1589;2;0;4;3;1;4;1481
0;51565;935;804;1562;2;0;4;3;1;4;0
0;51634;679;666;1773;2;0;4;3;1;4;0
2;51687;571;1417;1256;2;0;4;3;1;4;0
0;51784;617;688;1653;2;0;4;3;1;4;0
1;51856;1271;1228;1515;2;0;4;3;1;4;0
2;51904;952;1285;1850;2;0;4;3;1;4;69444
1;51927;1355;1051;1148;2;0;4;3;1;4;0
